Date:Profiles with Native Services in percent:Profiles w/o Native Services in percent
2015-10-19:67,56756756756756:32,432432432432435
2015-10-19:67,56756756756756:32,432432432432435
2015-10-19:67,56756756756756:32,432432432432435
2015-10-20:67,12328767123287:32,87671232876713
2015-10-21:67,56756756756756:32,432432432432435
2015-10-26:68,0:32,0
2015-10-26:68,0:32,0
2015-11-04:68,0:32,0
2015-11-15:67,56756756756756:32,432432432432435
2015-11-27:67,56756756756756:32,432432432432435
2015-12-29:67,56756756756756:32,432432432432435
2016-01-06:67,56756756756756:32,432432432432435
2016-01-11:67,56756756756756:32,432432432432435
2016-01-14:67,12328767123287:32,87671232876713
2016-01-14:67,56756756756756:32,432432432432435
2016-01-16:67,12328767123287:32,87671232876713
2016-01-16:67,12328767123287:32,87671232876713
2016-01-19:67,12328767123287:32,87671232876713
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-27:66,66666666666666:33,33333333333334
2016-01-28:66,66666666666666:33,33333333333334
2016-02-02:65,71428571428571:34,28571428571429
2016-02-02:65,71428571428571:34,28571428571429
2016-02-15:66,19718309859155:33,80281690140845
2016-02-15:66,19718309859155:33,80281690140845
2016-02-16:66,66666666666666:33,33333333333334
2016-02-17:66,19718309859155:33,80281690140845
2016-02-17:66,19718309859155:33,80281690140845
2016-03-05:66,19718309859155:33,80281690140845
2016-03-06:66,19718309859155:33,80281690140845
2016-03-07:66,19718309859155:33,80281690140845
2016-03-08:66,19718309859155:33,80281690140845
2016-03-10:66,19718309859155:33,80281690140845
2016-03-29:67,6056338028169:32,3943661971831
2016-03-29:66,19718309859155:33,80281690140845
2016-03-30:67,6056338028169:32,3943661971831
2016-03-30:67,6056338028169:32,3943661971831
2016-03-31:67,6056338028169:32,3943661971831
2016-03-31:67,6056338028169:32,3943661971831
2016-04-05:67,6056338028169:32,3943661971831
2016-04-05:67,6056338028169:32,3943661971831
2016-04-05:67,6056338028169:32,3943661971831
2016-04-19:67,6056338028169:32,3943661971831
2016-04-19:67,6056338028169:32,3943661971831
2016-04-19:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-20:69,01408450704226:30,985915492957744
2016-04-21:67,6056338028169:32,3943661971831
2016-04-22:69,01408450704226:30,985915492957744
2016-04-22:69,01408450704226:30,985915492957744
2016-04-26:69,01408450704226:30,985915492957744
2016-05-06:67,6056338028169:32,3943661971831
2016-05-11:69,01408450704226:30,985915492957744
2016-05-12:69,01408450704226:30,985915492957744
2016-05-12:69,01408450704226:30,985915492957744
2016-05-30:69,01408450704226:30,985915492957744
2016-06-01:67,6056338028169:32,3943661971831
2016-06-01:66,66666666666666:33,33333333333334
2016-06-03:69,01408450704226:30,985915492957744
2016-06-15:69,01408450704226:30,985915492957744
2016-06-15:69,44444444444444:30,555555555555557
2016-07-11:69,44444444444444:30,555555555555557
2016-07-16:69,44444444444444:30,555555555555557
2016-07-22:69,86301369863014:30,13698630136986
2016-07-22:69,86301369863014:30,13698630136986
2016-07-22:69,86301369863014:30,13698630136986
2016-07-22:69,86301369863014:30,13698630136986
2016-07-27:69,86301369863014:30,13698630136986
2016-07-27:69,86301369863014:30,13698630136986
2016-07-27:69,86301369863014:30,13698630136986
2016-07-27:69,86301369863014:30,13698630136986
